InstrumentName, La Casa Collo (Clarity-1),,,,
StartTime, 2019-11-01 00:00:00,,,,
EndTime, 2019-11-30 23:59:59,,,,
Date,PM 1,PM 10,PM 2.5,Temperature,relHumid
11/01/2019 00:14:51.789000,19.000002,34.57143,21.232082,3.96582,50.228123
11/01/2019 00:31:48.014000,10.095239,22.000002,14.219083,2.913712,50.659954
11/01/2019 00:48:47.313000,9.857143,21.619049,14.577411,2.043182,53.287556
11/01/2019 01:05:43.696000,16.285715,31.761906,18.774972,1.231403,56.263065
11/01/2019 01:22:40.301000,19.238096,43.714291,22.946939,0.614555,56.696423
11/01/2019 01:39:36.913000,15.882353,29.705883,19.309454,0.037766,57.840847
11/01/2019 01:56:33.815000,15.476192,32.476189,19.977932,-0.704586,63.796444
11/01/2019 02:13:30.778000,17.714287,33.952385,21.411246,-1.281376,63.825436
11/01/2019 02:30:27.654000,18.809525,43.428574,22.870156,-1.505684,66.176849
11/01/2019 02:47:24.548000,14.619049,30.761906,18.672594,-1.812771,68.552681
11/01/2019 03:04:21.469000,21.09524,44.333336,24.124303,-2.149235,70.466164
11/01/2019 03:21:18.530000,23.795179,55.240963,27.863625,-2.376213,71.615166
11/01/2019 03:38:15.696000,21.952381,51.190479,27.426045,-2.712673,71.779968
11/01/2019 03:55:12.703000,23.707317,59.146343,28.560959,-2.86488,74.473183
11/01/2019 04:12:09.828000,24.277107,54.807228,28.47235,-2.963684,74.628822
11/01/2019 04:29:07.026000,13.619048,29.523811,17.981532,-3.006409,75.233078
11/01/2019 04:46:04.128000,23.626507,56.554214,27.513928,-3.145267,76.452278
11/01/2019 05:03:01.170000,15.476192,40.380955,19.952338,-3.174641,75.788513
11/01/2019 05:19:58.308000,25.698795,57.337349,28.446447,-3.286793,78.757919
11/01/2019 05:36:55.663000,13.0,29.523811,18.416645,-3.382927,77.087051
11/01/2019 05:53:53.019000,22.952383,48.857143,27.298071,-3.59388,78.739601
11/01/2019 06:10:50.451000,13.180723,33.361443,18.285894,-3.847561,77.404442
11/01/2019 06:27:47.979000,23.662649,52.060242,26.898726,-3.847561,77.761505
11/01/2019 06:44:45.320000,26.57143,58.714291,30.830166,-4.101242,80.283821
11/01/2019 07:01:42.646000,31.121952,76.634148,34.499598,-4.269474,82.403297
11/01/2019 07:18:39.968000,25.349396,57.108433,27.105953,-4.197376,81.812775
11/01/2019 07:35:37.110000,29.560976,77.536583,36.413597,-3.847561,83.204391
11/01/2019 07:52:34.213000,28.666668,67.238098,33.620009,-3.682003,81.437401
11/01/2019 08:09:31.289000,31.146341,79.658539,36.413597,-3.959717,83.355461
11/01/2019 08:26:28.288000,27.439026,66.048782,32.008778,-4.015793,82.16983
11/01/2019 08:43:25.326000,41.283947,99.382713,43.820987,-3.919662,82.374306
11/01/2019 09:00:22.396000,25.428574,59.142857,31.853962,-4.071869,79.815369
11/01/2019 09:17:22.704000,24.476192,53.14286,28.731383,-4.408333,80.366219
11/01/2019 09:34:20.018000,24.380955,53.285717,26.965339,-4.787518,81.545738
11/01/2019 09:51:17.350000,21.809525,54.238098,27.835562,-5.308231,82.659645
11/01/2019 10:08:14.678000,22.662651,57.662651,27.604591,-5.476463,81.725792
11/01/2019 10:25:15.111000,15.666668,34.666668,20.720184,-5.334934,78.368813
11/01/2019 10:42:12.333000,9.904762,26.285715,15.882751,-5.140003,76.606392
11/01/2019 10:59:09.677000,10.857143,22.476192,15.345258,-5.025177,75.614555
11/01/2019 11:16:07.027000,8.857143,19.714287,13.73278,-5.110626,76.459908
11/01/2019 11:33:04.360000,7.095238,18.761906,13.6304,-5.334934,76.777298
11/01/2019 11:50:01.740000,9.333334,25.952383,16.266674,-5.236134,77.471581
11/01/2019 12:06:59.061000,16.349398,46.301201,21.601511,-5.489815,82.429237
11/01/2019 12:23:56.495000,36.904762,85.857147,40.172298,-5.714123,86.875717
11/01/2019 12:40:53.855000,23.523811,59.142857,28.065917,-5.377663,86.549171
11/01/2019 12:57:51.261000,30.09524,73.14286,34.925347,-5.364307,87.049667
11/01/2019 13:14:48.495000,26.904762,56.619049,31.188496,-5.420387,87.132065
11/01/2019 13:31:45.736000,26.365854,77.951225,32.939558,-5.011826,89.329369
11/01/2019 13:48:43.296000,25.180723,63.626503,30.589941,-4.240101,85.030899
11/01/2019 14:05:40.699000,20.238096,51.952381,25.532022,-3.369572,80.164795
11/01/2019 14:22:38.054000,26.560976,75.048782,31.864573,-2.544441,78.92424
11/01/2019 14:39:35.274000,22.45783,54.445782,27.604591,-1.743343,75.413139
11/01/2019 14:56:35.240000,23.428574,48.904762,27.144502,-0.215916,70.115204
11/01/2019 15:13:31.666000,31.204819,71.409637,35.291384,3.407722,56.661327
11/01/2019 15:30:27.581000,12.012048,29.493975,17.010159,5.90448,46.433205
11/01/2019 15:47:23.179000,12.142858,23.476191,17.162494,7.263676,39.639889
11/01/2019 16:04:19.974000,3.176471,7.588235,9.350031,7.600136,44.606697
11/01/2019 16:21:15.861000,2.352941,4.529412,7.958874,7.194248,45.505455
11/01/2019 16:38:11.677000,1.0,3.588235,7.452998,6.857784,45.43679
11/01/2019 16:55:07.679000,1.0,4.0,6.725803,6.016632,47.666134
11/01/2019 17:12:03.724000,1.941176,6.647059,8.33828,6.24094,48.970779
11/01/2019 17:28:59.833000,1.529412,8.411765,8.559601,5.706875,49.861904
11/01/2019 17:45:55.816000,0.764706,6.411765,8.464749,6.00061,49.323261
11/01/2019 18:02:51.793000,2.352941,6.882353,8.812539,5.722897,48.471809
11/01/2019 18:19:47.958000,1.0,3.117647,7.073592,6.548027,48.21088
                