InstrumentName, NJH
StartTime, 2020-03-01 00:00:00
EndTime, 2020-03-31 23:59:59
Date,PM2.5
03/01/2020 00:00:00.000000,4.1
03/01/2020 01:00:00.000000,7.6
03/01/2020 02:00:00.000000,10.8
03/01/2020 03:00:00.000000,8.3
03/01/2020 04:00:00.000000,10.5
03/01/2020 05:00:00.000000,7.3
03/01/2020 06:00:00.000000,5.6
03/01/2020 07:00:00.000000,4.2
03/01/2020 08:00:00.000000,3.7
03/01/2020 09:00:00.000000,3.7
03/01/2020 10:00:00.000000,3.2
03/01/2020 11:00:00.000000,3.4
03/01/2020 12:00:00.000000,3.3
03/01/2020 13:00:00.000000,3.4
03/01/2020 14:00:00.000000,3.8
03/01/2020 15:00:00.000000,4.2
03/01/2020 16:00:00.000000,5.5
03/01/2020 17:00:00.000000,4.8
03/01/2020 18:00:00.000000,5.0
03/01/2020 19:00:00.000000,5.6
03/01/2020 20:00:00.000000,6.2
03/01/2020 21:00:00.000000,6.5
03/01/2020 22:00:00.000000,6.8
03/01/2020 23:00:00.000000,6.6
03/02/2020 00:00:00.000000,6.6
03/02/2020 01:00:00.000000,5.2
03/02/2020 02:00:00.000000,3.8
03/02/2020 03:00:00.000000,3.5
03/02/2020 04:00:00.000000,3.9
03/02/2020 05:00:00.000000,3.7
03/02/2020 06:00:00.000000,4.6
03/02/2020 07:00:00.000000,4.9
03/02/2020 08:00:00.000000,6.4
03/02/2020 09:00:00.000000,8.8
03/02/2020 10:00:00.000000,8.4
03/02/2020 11:00:00.000000,9.6
03/02/2020 12:00:00.000000,9.7
03/02/2020 13:00:00.000000,9.8
03/02/2020 14:00:00.000000,13.0
03/02/2020 15:00:00.000000,15.6
03/02/2020 16:00:00.000000,16.9
03/02/2020 17:00:00.000000,18.2
03/02/2020 18:00:00.000000,20.0
03/02/2020 19:00:00.000000,19.5
03/02/2020 20:00:00.000000,14.5
03/02/2020 21:00:00.000000,9.8
03/02/2020 22:00:00.000000,4.8
03/02/2020 23:00:00.000000,5.2
03/03/2020 00:00:00.000000,4.4
03/03/2020 01:00:00.000000,3.8
03/03/2020 02:00:00.000000,4.5
03/03/2020 03:00:00.000000,5.4
03/03/2020 04:00:00.000000,3.1
03/03/2020 05:00:00.000000,2.8
03/03/2020 06:00:00.000000,3.4
03/03/2020 07:00:00.000000,3.4
03/03/2020 08:00:00.000000,4.1
03/03/2020 09:00:00.000000,3.8
03/03/2020 10:00:00.000000,3.6
03/03/2020 11:00:00.000000,3.4
03/03/2020 12:00:00.000000,3.4
03/03/2020 13:00:00.000000,4.8
03/03/2020 14:00:00.000000,6.2
03/03/2020 15:00:00.000000,5.8
03/03/2020 16:00:00.000000,5.3
03/03/2020 17:00:00.000000,4.8
03/03/2020 18:00:00.000000,4.9
03/03/2020 19:00:00.000000,8.4
03/03/2020 20:00:00.000000,10.2
03/03/2020 21:00:00.000000,3.6
03/03/2020 22:00:00.000000,3.2
03/03/2020 23:00:00.000000,3.5
03/04/2020 00:00:00.000000,3.4
03/04/2020 01:00:00.000000,4.1
03/04/2020 02:00:00.000000,5.1
03/04/2020 03:00:00.000000,7.5
03/04/2020 04:00:00.000000,6.7
03/04/2020 05:00:00.000000,4.7
03/04/2020 06:00:00.000000,5.3
03/04/2020 07:00:00.000000,4.9
03/04/2020 08:00:00.000000,4.4
03/04/2020 09:00:00.000000,4.2
03/04/2020 10:00:00.000000,3.9
03/04/2020 12:00:00.000000,4.2
03/04/2020 13:00:00.000000,5.0
03/04/2020 14:00:00.000000,6.4
03/04/2020 15:00:00.000000,5.3
03/04/2020 16:00:00.000000,4.3
03/04/2020 17:00:00.000000,4.3
03/04/2020 18:00:00.000000,3.7
03/04/2020 19:00:00.000000,4.0
03/04/2020 20:00:00.000000,3.6
03/04/2020 21:00:00.000000,3.6
03/04/2020 22:00:00.000000,3.4
03/04/2020 23:00:00.000000,3.2
03/05/2020 00:00:00.000000,3.0
03/05/2020 01:00:00.000000,3.2
03/05/2020 02:00:00.000000,3.2
03/05/2020 03:00:00.000000,3.2
03/05/2020 04:00:00.000000,2.6
03/05/2020 05:00:00.000000,2.9
03/05/2020 16:00:00.000000,3.3
03/05/2020 17:00:00.000000,3.1
03/05/2020 18:00:00.000000,3.2
03/05/2020 19:00:00.000000,3.6
03/05/2020 20:00:00.000000,3.9
03/05/2020 21:00:00.000000,3.8
03/05/2020 22:00:00.000000,3.2
03/05/2020 23:00:00.000000,3.4
03/06/2020 00:00:00.000000,3.7
03/06/2020 04:00:00.000000,7.9
03/06/2020 05:00:00.000000,8.6
03/06/2020 06:00:00.000000,6.8
03/06/2020 07:00:00.000000,4.8
03/06/2020 08:00:00.000000,4.4
03/06/2020 09:00:00.000000,4.6
03/06/2020 10:00:00.000000,4.9
03/06/2020 11:00:00.000000,4.5
03/06/2020 12:00:00.000000,4.3
03/06/2020 13:00:00.000000,5.2
03/06/2020 14:00:00.000000,5.9
03/06/2020 15:00:00.000000,5.7
03/06/2020 16:00:00.000000,4.6
03/06/2020 17:00:00.000000,4.1
03/06/2020 18:00:00.000000,3.8
03/06/2020 19:00:00.000000,3.2
03/06/2020 20:00:00.000000,3.2
03/06/2020 21:00:00.000000,3.3
03/06/2020 22:00:00.000000,3.0
03/06/2020 23:00:00.000000,3.3
03/07/2020 00:00:00.000000,4.0
03/07/2020 01:00:00.000000,8.3
03/07/2020 02:00:00.000000,12.0
03/07/2020 03:00:00.000000,14.5
03/07/2020 04:00:00.000000,11.0
03/07/2020 05:00:00.000000,8.3
03/07/2020 06:00:00.000000,8.3
03/07/2020 07:00:00.000000,5.8
03/07/2020 08:00:00.000000,4.2
03/07/2020 09:00:00.000000,4.1
03/07/2020 10:00:00.000000,4.1
03/07/2020 11:00:00.000000,4.2
03/07/2020 12:00:00.000000,4.5
03/07/2020 13:00:00.000000,4.8
03/07/2020 14:00:00.000000,4.6
03/07/2020 15:00:00.000000,4.4
03/07/2020 16:00:00.000000,4.5
03/07/2020 17:00:00.000000,4.1
03/07/2020 18:00:00.000000,3.1
03/07/2020 19:00:00.000000,3.0
03/07/2020 20:00:00.000000,3.4
03/07/2020 21:00:00.000000,3.1
03/07/2020 22:00:00.000000,3.1
03/07/2020 23:00:00.000000,3.0
03/08/2020 00:00:00.000000,3.1
03/08/2020 01:00:00.000000,4.0
03/08/2020 02:00:00.000000,4.4
03/08/2020 03:00:00.000000,5.5
03/08/2020 04:00:00.000000,6.9
03/08/2020 05:00:00.000000,7.4
03/08/2020 06:00:00.000000,4.2
03/08/2020 07:00:00.000000,4.8
03/08/2020 08:00:00.000000,4.5
03/08/2020 09:00:00.000000,3.9
03/08/2020 10:00:00.000000,3.4
03/08/2020 11:00:00.000000,3.3
03/08/2020 12:00:00.000000,3.2
03/08/2020 13:00:00.000000,3.9
03/08/2020 14:00:00.000000,5.3
03/08/2020 15:00:00.000000,4.3
03/08/2020 16:00:00.000000,3.1
03/08/2020 17:00:00.000000,2.1
03/08/2020 18:00:00.000000,2.4
03/08/2020 19:00:00.000000,2.2
03/08/2020 20:00:00.000000,2.5
03/08/2020 21:00:00.000000,2.6
03/08/2020 22:00:00.000000,3.3
03/08/2020 23:00:00.000000,3.5
03/09/2020 00:00:00.000000,4.8
03/09/2020 01:00:00.000000,5.1
03/09/2020 02:00:00.000000,4.0
03/09/2020 03:00:00.000000,5.4
03/09/2020 04:00:00.000000,3.9
03/09/2020 05:00:00.000000,2.9
03/09/2020 06:00:00.000000,2.2
03/09/2020 07:00:00.000000,3.1
03/09/2020 08:00:00.000000,4.0
03/09/2020 09:00:00.000000,5.9
03/09/2020 10:00:00.000000,7.7
03/09/2020 11:00:00.000000,6.3
03/09/2020 12:00:00.000000,7.5
03/09/2020 13:00:00.000000,8.6
03/09/2020 14:00:00.000000,9.7
03/09/2020 15:00:00.000000,9.7
03/09/2020 16:00:00.000000,9.3
03/09/2020 17:00:00.000000,7.2
03/09/2020 18:00:00.000000,6.2
03/09/2020 19:00:00.000000,4.9
03/09/2020 20:00:00.000000,4.2
03/09/2020 21:00:00.000000,4.6
03/09/2020 22:00:00.000000,4.6
03/09/2020 23:00:00.000000,4.3
03/10/2020 00:00:00.000000,4.0
03/10/2020 01:00:00.000000,3.3
03/10/2020 02:00:00.000000,4.6
03/10/2020 03:00:00.000000,4.5
03/10/2020 04:00:00.000000,3.9
03/10/2020 05:00:00.000000,3.7
03/10/2020 06:00:00.000000,6.3
03/10/2020 07:00:00.000000,4.3
03/10/2020 08:00:00.000000,3.8
03/10/2020 09:00:00.000000,3.4
03/10/2020 10:00:00.000000,3.2
03/10/2020 11:00:00.000000,3.8
03/10/2020 12:00:00.000000,5.0
03/10/2020 13:00:00.000000,5.2
03/10/2020 14:00:00.000000,6.0
03/10/2020 15:00:00.000000,6.5
03/10/2020 16:00:00.000000,5.0
03/10/2020 17:00:00.000000,3.6
03/10/2020 19:00:00.000000,3.6
03/10/2020 20:00:00.000000,3.8
03/10/2020 21:00:00.000000,3.8
03/10/2020 22:00:00.000000,3.5
03/10/2020 23:00:00.000000,2.7
03/11/2020 00:00:00.000000,2.6
03/11/2020 01:00:00.000000,3.1
03/11/2020 02:00:00.000000,2.9
03/11/2020 03:00:00.000000,3.6
03/11/2020 04:00:00.000000,2.8
03/11/2020 05:00:00.000000,3.1
03/11/2020 06:00:00.000000,3.4
03/11/2020 07:00:00.000000,3.6
03/11/2020 08:00:00.000000,3.0
03/11/2020 09:00:00.000000,3.2
03/11/2020 10:00:00.000000,3.2
03/11/2020 11:00:00.000000,3.2
03/11/2020 12:00:00.000000,4.1
03/11/2020 13:00:00.000000,7.8
03/11/2020 14:00:00.000000,5.2
03/11/2020 15:00:00.000000,4.6
03/11/2020 16:00:00.000000,3.4
03/11/2020 17:00:00.000000,2.8
03/11/2020 18:00:00.000000,3.0
03/11/2020 19:00:00.000000,3.3
03/11/2020 20:00:00.000000,3.0
03/11/2020 21:00:00.000000,3.1
03/11/2020 22:00:00.000000,3.0
03/11/2020 23:00:00.000000,3.2
03/12/2020 00:00:00.000000,3.2
03/12/2020 01:00:00.000000,4.3
03/12/2020 02:00:00.000000,4.6
03/12/2020 03:00:00.000000,2.3
03/12/2020 04:00:00.000000,1.5
03/12/2020 05:00:00.000000,1.5
03/12/2020 06:00:00.000000,1.6
03/12/2020 07:00:00.000000,1.9
03/12/2020 08:00:00.000000,2.0
03/12/2020 09:00:00.000000,1.9
03/12/2020 10:00:00.000000,2.9
03/12/2020 11:00:00.000000,2.8
03/12/2020 12:00:00.000000,2.4
03/12/2020 13:00:00.000000,3.3
03/12/2020 14:00:00.000000,3.7
03/12/2020 15:00:00.000000,3.6
03/12/2020 16:00:00.000000,3.2
03/12/2020 17:00:00.000000,3.8
03/12/2020 18:00:00.000000,4.4
03/12/2020 19:00:00.000000,5.4
03/12/2020 20:00:00.000000,5.4
03/12/2020 21:00:00.000000,5.3
03/12/2020 22:00:00.000000,5.3
03/12/2020 23:00:00.000000,5.2
03/13/2020 00:00:00.000000,4.2
03/13/2020 01:00:00.000000,3.7
03/13/2020 02:00:00.000000,3.5
03/13/2020 03:00:00.000000,3.6
03/13/2020 04:00:00.000000,3.8
03/13/2020 05:00:00.000000,4.1
03/13/2020 06:00:00.000000,3.8
03/13/2020 07:00:00.000000,4.1
03/13/2020 08:00:00.000000,4.2
03/13/2020 09:00:00.000000,4.8
03/13/2020 10:00:00.000000,5.1
03/13/2020 11:00:00.000000,5.7
03/13/2020 12:00:00.000000,5.9
03/13/2020 13:00:00.000000,6.1
03/13/2020 14:00:00.000000,6.8
03/13/2020 15:00:00.000000,8.0
03/13/2020 16:00:00.000000,8.2
03/13/2020 17:00:00.000000,6.1
03/13/2020 18:00:00.000000,3.1
03/13/2020 19:00:00.000000,4.2
03/13/2020 20:00:00.000000,4.6
03/13/2020 21:00:00.000000,3.8
03/13/2020 22:00:00.000000,3.4
03/13/2020 23:00:00.000000,3.4
03/14/2020 00:00:00.000000,2.9
03/14/2020 01:00:00.000000,1.8
03/14/2020 02:00:00.000000,3.3
03/14/2020 03:00:00.000000,3.5
03/14/2020 04:00:00.000000,4.6
03/14/2020 05:00:00.000000,6.8
03/14/2020 06:00:00.000000,5.8
03/14/2020 07:00:00.000000,5.9
03/14/2020 08:00:00.000000,6.9
03/14/2020 09:00:00.000000,7.0
03/14/2020 10:00:00.000000,6.7
03/14/2020 11:00:00.000000,6.9
03/14/2020 12:00:00.000000,6.9
03/14/2020 13:00:00.000000,7.1
03/14/2020 14:00:00.000000,6.6
03/14/2020 15:00:00.000000,7.9
03/14/2020 16:00:00.000000,9.6
03/14/2020 17:00:00.000000,10.3
03/14/2020 18:00:00.000000,12.1
03/14/2020 19:00:00.000000,10.9
03/14/2020 20:00:00.000000,11.1
03/14/2020 21:00:00.000000,12.6
03/14/2020 22:00:00.000000,11.8
03/14/2020 23:00:00.000000,10.6
03/15/2020 00:00:00.000000,10.7
03/15/2020 01:00:00.000000,10.0
03/15/2020 02:00:00.000000,8.5
03/15/2020 03:00:00.000000,6.5
03/15/2020 04:00:00.000000,6.7
03/15/2020 05:00:00.000000,7.7
03/15/2020 06:00:00.000000,8.0
03/15/2020 07:00:00.000000,7.8
03/15/2020 08:00:00.000000,8.6
03/15/2020 09:00:00.000000,8.8
03/15/2020 10:00:00.000000,9.8
03/15/2020 11:00:00.000000,10.7
03/15/2020 12:00:00.000000,11.0
03/15/2020 13:00:00.000000,13.3
03/15/2020 14:00:00.000000,14.0
03/15/2020 15:00:00.000000,12.9
03/15/2020 16:00:00.000000,12.9
03/15/2020 17:00:00.000000,13.1
03/15/2020 18:00:00.000000,12.7
03/15/2020 19:00:00.000000,12.4
03/15/2020 20:00:00.000000,12.9
03/15/2020 21:00:00.000000,11.5
03/15/2020 22:00:00.000000,10.7
03/15/2020 23:00:00.000000,8.2
03/16/2020 00:00:00.000000,7.7
03/16/2020 01:00:00.000000,12.1
03/16/2020 02:00:00.000000,17.6
03/16/2020 03:00:00.000000,18.6
03/16/2020 04:00:00.000000,21.1
03/16/2020 05:00:00.000000,20.1
03/16/2020 06:00:00.000000,17.2
03/16/2020 07:00:00.000000,12.4
03/16/2020 08:00:00.000000,10.3
03/16/2020 09:00:00.000000,10.1
03/16/2020 10:00:00.000000,9.3
03/16/2020 11:00:00.000000,7.3
03/16/2020 12:00:00.000000,6.9
03/16/2020 13:00:00.000000,5.5
03/16/2020 14:00:00.000000,5.8
03/16/2020 15:00:00.000000,5.2
03/16/2020 16:00:00.000000,4.4
03/16/2020 17:00:00.000000,2.6
